Mod:Item:MetaData, Localized Name
hbm:tile.ladder_tungsten, Tungsten Ladder
hbm:tile.ladder_aluminium, Aluminium Ladder
hbm:tile.ladder_steel, Steel Ladder
hbm:tile.ladder_lead, Lead Ladder
hbm:tile.ladder_cobalt, Cobalt Ladder
hbm:tile.barrel_plastic, Safe Barrel™
hbm:tile.barrel_corroded, Corroded Barrel
hbm:tile.barrel_iron, Iron Barrel
hbm:tile.barrel_steel, Steel Barrel
hbm:tile.barrel_tcalloy, Technetium Steel Barrel
hbm:tile.barrel_antimatter, Magnetic Antimatter Container
hbm:tile.machine_battery_potato, Potato Battery Block
hbm:tile.machine_battery, Energy Storage Block
hbm:tile.machine_lithium_battery, Li-Ion Energy Storage Block
hbm:tile.machine_schrabidium_battery, Schrabidium Energy Storage Block
hbm:tile.machine_dineutronium_battery, Spark Energy Storage Block
hbm:tile.machine_fensu, FEnSU
hbm:tile.capacitor_bus, Capacitor Bus
hbm:tile.capacitor_copper, Copper Capacitor
hbm:tile.capacitor_gold, Golden Capacitor
hbm:tile.capacitor_niobium, Niobium Capacitor
hbm:tile.capacitor_tantalium, Tantalium Capacitor
hbm:tile.machine_transformer, 10k-20Hz Transformer
hbm:tile.machine_transformer_20, 10k-1Hz Transformer
hbm:tile.machine_transformer_dnt, DNT-20Hz Transformer
hbm:tile.machine_transformer_dnt_20, DNT-1Hz Transformer
hbm:tile.machine_converter_he_rf, HE to RF Converter
hbm:tile.machine_converter_rf_he, RF to HE Converter
hbm:tile.machine_electric_furnace_off, Electric Furnace
hbm:tile.machine_electric_furnace_on, Electric Furnace
hbm:tile.machine_arc_furnace_off, Arc Furnace
hbm:tile.machine_arc_furnace_on, Arc Furnace
hbm:tile.machine_microwave, Microwave
hbm:tile.machine_assembler, Assembly Machine
hbm:tile.machine_assemfac, Assembly Factory
hbm:tile.machine_chemplant, Chemical Plant
hbm:tile.machine_chemfac, Chemical Factory
hbm:tile.machine_mixer, Industrial Mixer
hbm:tile.machine_fluidtank, Tank
hbm:tile.machine_bat9000, Big-Ass Tank 9000
hbm:tile.machine_orbus, Heavy Magnetic Storage Tank
hbm:tile.machine_boiler_off, Oil Heater
hbm:tile.machine_boiler_on, Oil Heater
hbm:tile.machine_boiler_electric_on, Electric Oil Heater
hbm:tile.machine_boiler_electric_off, Electric Oil Heater
hbm:tile.machine_steam_engine, Steam Engine
hbm:tile.machine_turbine, Steam Turbine
hbm:tile.machine_large_turbine, Industrial Steam Turbine
hbm:tile.machine_chungus, Leviathan Steam Turbine
hbm:tile.machine_condenser, Steam Condenser
hbm:tile.machine_tower_small, Auxiliary Cooling Tower
hbm:tile.machine_tower_large, Cooling Tower
hbm:tile.machine_deuterium_extractor, Deuterium Extractor
hbm:tile.machine_deuterium_tower, Deuterium Extraction Tower
hbm:tile.machine_liquefactor, Industrial Liquefaction Machine
hbm:tile.machine_solidifier, Industrial Solidification Machine
hbm:tile.machine_compressor, Compressor
hbm:tile.machine_electrolyser, tile.machine_electrolyser.name
hbm:tile.machine_deaerator, tile.machine_deaerator.name
hbm:tile.machine_waste_drum, Spent Fuel Pool Drum
hbm:tile.machine_storage_drum, Nuclear Waste Disposal Drum
hbm:tile.machine_shredder, Shredder
hbm:tile.machine_shredder_large, tile.machine_shredder_large.name
hbm:tile.machine_well, Oil Derrick
hbm:tile.machine_pumpjack, Pumpjack
hbm:tile.machine_fracking_tower, Hydraulic Fracking Tower
hbm:tile.machine_flare, Flare Stack
hbm:tile.chimney_brick, Smokestack
hbm:tile.machine_refinery, Oil Refinery
hbm:tile.machine_vacuum_distill, Vacuum Refinery
hbm:tile.machine_fraction_tower, Fractioning Tower
hbm:tile.fraction_spacer, Fractioning Tower Separator
hbm:tile.machine_catalytic_cracker, Catalytic Cracking Tower
hbm:tile.machine_catalytic_reformer, Catalytic Reformer
hbm:tile.machine_coker, Coker Unit
hbm:tile.machine_drill, Automatic Mining Drill
hbm:tile.machine_autosaw, Automatic Buzz Saw
hbm:tile.machine_excavator, Large Mining Drill
hbm:tile.machine_mining_laser, Mining Laser
hbm:tile.barricade, Sand Bags
hbm:tile.machine_turbofan, Turbofan
hbm:tile.machine_turbinegas, Combined Cycle Gas Turbine
hbm:tile.machine_schrabidium_transmutator, Schrabidium Transmutation Device
hbm:tile.machine_combine_factory, CMB Steel Furnace
hbm:tile.machine_teleporter, Teleporter
hbm:tile.teleanchor, Teleportation Anchor
hbm:tile.field_disturber, High Energy Field Jammer
hbm:tile.machine_satlinker, Satellite ID Manager
hbm:tile.machine_keyforge, Locksmith Table
hbm:tile.machine_armor_table, Armor Modification Table
hbm:tile.machine_forcefield, Forcefield Emitter
hbm:tile.radiorec, FM Radio
hbm:tile.radiobox, Rosenberg Pest Control Box
hbm:tile.marker_structure, Multiblock Structure Marker
hbm:tile.muffler, Muffler
hbm:tile.struct_launcher, Launch Pad Component Block
hbm:tile.struct_scaffold, Launch Pad Scaffold Block
hbm:tile.struct_launcher_core, Compact Launcher Core Component
hbm:tile.struct_launcher_core_large, Launch Table Core Component
hbm:tile.struct_soyuz_core, Soyuz Launcher Core Component
hbm:tile.struct_iter_core, Fusion Reactor Core Component
hbm:tile.struct_plasma_core, Plasma Heater Core Component
hbm:tile.struct_watz_core, Watz Powerplant Core Component
hbm:tile.absorber, Radiation Absorber
hbm:tile.absorber_red, Enhanced Radiation Absorber
hbm:tile.absorber_green, Advanced Radiation Absorber
hbm:tile.absorber_pink, Elite Radiation Absorber
hbm:tile.decon, Player Decontaminator
hbm:tile.transission_hatch, tile.transission_hatch.name
hbm:tile.machine_solar_boiler, Solar Tower Boiler
hbm:tile.solar_mirror, Heliostat Mirror
hbm:tile.factory_titanium_hull, Factory Block
hbm:tile.factory_advanced_hull, Factory Block
hbm:tile.reactor_element, Reactor Chamber
hbm:tile.reactor_control, Control Rods
hbm:tile.reactor_hatch, Reactor Access Hatch
hbm:tile.reactor_ejector, Reactor Waste Ejector
hbm:tile.reactor_inserter, Reactor Fuel Inserter
hbm:tile.reactor_conductor, Reactor Boiler
hbm:tile.reactor_computer, Reactor Control
hbm:tile.fusion_conductor:0, Superconducting Magnet
hbm:tile.fusion_conductor:1, Superconducting Magnet (Welded)
hbm:tile.fusion_center, Central Magnet Piece
hbm:tile.fusion_motor, Magnet Motor Piece
hbm:tile.fusion_heater, Plasma Heater Component
hbm:tile.fusion_hatch, Duct Deco Block
hbm:tile.plasma, Plasma
hbm:tile.iter, Fusion Reactor
hbm:tile.plasma_heater, Plasma Heater
hbm:tile.watz_element, Watz Reaction Chamber
hbm:tile.watz_control, Reinforced Control Rods
hbm:tile.watz_cooler, Watz Reactor Supercooler
hbm:tile.watz_end:0, Watz Reactor Stability Element
hbm:tile.watz_end:1, Watz Reactor Stability Element (Riveted)
hbm:tile.watz_hatch, Watz Reactor Access Hatch
hbm:tile.watz_conductor, Watz Electricity Port
hbm:tile.watz_core, Watz Reactor Control
hbm:tile.watz, Watz Powerplant
hbm:tile.watz_pump, Watz Pressure Pump
hbm:tile.fwatz_conductor, 4000K Superconducting Magnet
hbm:tile.fwatz_scaffold, Fusionary Watz Plant Structural Support
hbm:tile.fwatz_hatch, Fusionary Watz Plant Access Hatch
hbm:tile.fwatz_computer, Fusionary Watz Reactor Calculation Matrix
hbm:tile.fwatz_core, Fusionary Watz Reactor Control
hbm:tile.fwatz_cooler, Regenerative Coolant Fluid Tank Shell
hbm:tile.fwatz_tank, Regenerative Coolant Fluid Tank
hbm:tile.fwatz_plasma, Destabilized Antischrabidium Plasma
hbm:tile.balefire, tile.balefire.name
hbm:tile.fire_digamma, Lingering Digamma
hbm:tile.digamma_matter, tile.digamma_matter.name
hbm:tile.volcano_core:0, Volcano Core
hbm:tile.volcano_core:1, Volcano Core
hbm:tile.volcano_core:2, Volcano Core
hbm:tile.volcano_core:3, Volcano Core
hbm:tile.volcano_core:4, Volcano Core
hbm:tile.ams_base, AMS Base (Deco)
hbm:tile.ams_emitter, AMS Emitter (Deco)
hbm:tile.ams_limiter, AMS Stabilizer (Deco)
hbm:tile.dfc_emitter, DFC Emitter
hbm:tile.dfc_injector, DFC Fuel Injector
hbm:tile.dfc_receiver, DFC Receiver
hbm:tile.dfc_stabilizer, DFC Stabilizer
hbm:tile.dfc_core, Dark Fusion Core
hbm:tile.machine_missile_assembly, Missile Assembly Station
hbm:tile.launch_pad, Missile Launch Pad
hbm:tile.compact_launcher, Compact Launch Pad
hbm:tile.launch_table, Large Launch Pad
hbm:tile.soyuz_launcher, Soyuz Launch Platform
hbm:tile.sat_dock, Cargo Landing Pad
hbm:tile.soyuz_capsule, Cargo Landing Capsule
hbm:tile.machine_radar, Radar
hbm:tile.book_guide, Hbm's Nuclear Tech Mod Manual [LEGACY]
hbm:tile.sat_mapper, Surface Mapping Satellite (Deco Block)
hbm:tile.sat_scanner, Satellite with Depth-Resource Scanning Module (Deco Block)
hbm:tile.sat_radar, Radar Survey Satellite (Deco Block)
hbm:tile.sat_laser, Orbital Death Ray (Deco Block)
hbm:tile.sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion (Deco Block)
hbm:tile.sat_resonator, Xenium Resonator Satellite (Deco Block)
hbm:tile.rail_wood, Wooden Tracks
hbm:tile.rail_narrow, Narrow Gauge Cart Rail
hbm:tile.rail_highspeed, High Speed Rail
hbm:tile.rail_booster, High Speed Booster Rail
hbm:tile.rail_narrow_straight, tile.rail_narrow_straight.name
hbm:tile.rail_narrow_curve, tile.rail_narrow_curve.name
hbm:tile.rail_large_straight, tile.rail_large_straight.name
hbm:tile.rail_large_curve, tile.rail_large_curve.name
hbm:tile.rail_large_ramp, tile.rail_large_ramp.name
hbm:tile.rail_large_buffer, tile.rail_large_buffer.name
hbm:tile.crate, Supply Crate
hbm:tile.crate_weapon, Weapon Crate
hbm:tile.crate_lead, Hazmat Crate
hbm:tile.crate_metal, Machine Crate
hbm:tile.crate_red, Red Crate
hbm:tile.crate_can, Conserve Crate
hbm:tile.crate_ammo, Starmetal Crate
hbm:tile.crate_jungle, Enargite Crate
hbm:tile.#null, tile.#null.name
hbm:tile.#void, tile.#void.name
hbm:tile.#ngtv, tile.#ngtv.name
hbm:tile.#undef, tile.#undef.name
hbm:tile.mud_block, Poisonous Mud
hbm:tile.acid_block, Acid
hbm:tile.toxic_block, Stereotypical Green Ooze
hbm:tile.schrabidic_block, Schrabidic Acid
hbm:tile.corium_block, Corium
hbm:tile.volcanic_lava_block, Volcanic Lava
hbm:tile.sulfuric_acid_block, Sulfuric Acid
hbm:tile.dummy_block_drill, tile.dummy_block_drill.name
hbm:tile.dummy_port_drill, tile.dummy_port_drill.name
hbm:tile.dummy_block_assembler, tile.dummy_block_assembler.name
hbm:tile.dummy_port_assembler, tile.dummy_port_assembler.name
hbm:tile.dummy_block_ams_limiter, tile.dummy_block_ams_limiter.name
hbm:tile.dummy_port_ams_limiter, tile.dummy_port_ams_limiter.name
hbm:tile.dummy_block_ams_emitter, tile.dummy_block_ams_emitter.name
hbm:tile.dummy_port_ams_emitter, tile.dummy_port_ams_emitter.name
hbm:tile.dummy_block_ams_base, tile.dummy_block_ams_base.name
hbm:tile.dummy_port_ams_base, tile.dummy_port_ams_base.name
hbm:tile.dummy_block_vault, tile.dummy_block_vault.name
hbm:tile.dummy_block_blast, tile.dummy_block_blast.name
hbm:tile.dummy_block_uf6, tile.dummy_block_uf6.name
hbm:tile.dummy_block_puf6, tile.dummy_block_puf6.name
hbm:tile.dummy_plate_compact_launcher, tile.dummy_plate_compact_launcher.name
hbm:tile.dummy_port_compact_launcher, tile.dummy_port_compact_launcher.name
hbm:tile.dummy_plate_launch_table, tile.dummy_plate_launch_table.name
hbm:tile.dummy_port_launch_table, tile.dummy_port_launch_table.name
hbm:tile.dummy_plate_cargo, tile.dummy_plate_cargo.name
hbm:tile.oil_pipe, Crude Oil Extraction Pipe
hbm:tile.drill_pipe, Drill Pipe
hbm:tile.vent_chlorine, Chlorine Vent
hbm:tile.vent_cloud, Cloud Vent
hbm:tile.vent_pink_cloud, Pink Cloud Vent
hbm:tile.vent_chlorine_seal, Chlorine Seal
hbm:tile.chlorine_gas, Chlorine Gas
hbm:tile.gas_radon, Radon Gas
hbm:tile.gas_radon_dense, Dense Radon Gas
hbm:tile.gas_radon_tomb, Tomb Gas
hbm:tile.gas_meltdown, Meltdown Gas
hbm:tile.gas_monoxide, Carbon Monoxide
hbm:tile.gas_asbestos, Airborne Asbestos Particles
hbm:tile.gas_coal, Airborne Coal Dust
hbm:tile.gas_flammable, Flammable Gas
hbm:tile.gas_explosive, Explosive Gas
hbm:tile.vacuum, Vacuum
hbm:tile.crystal_virus, Dark Crystal
hbm:tile.crystal_hardened, Hardened Dark Crystal
hbm:tile.crystal_pulsar, Pulsating Crystal
hbm:tile.taint:0, Taint
hbm:tile.taint:1, Taint
hbm:tile.taint:2, Taint
hbm:tile.taint:3, Taint
hbm:tile.taint:4, Taint
hbm:tile.taint:5, Taint
hbm:tile.taint:6, Taint
hbm:tile.taint:7, Taint
hbm:tile.taint:8, Taint
hbm:tile.taint:9, Taint
hbm:tile.taint:10, Taint
hbm:tile.taint:11, Taint
hbm:tile.taint:12, Taint
hbm:tile.taint:13, Taint
hbm:tile.taint:14, Taint
hbm:tile.taint:15, Taint
hbm:tile.residue, Cloud Residue
hbm:tile.cheater_virus, Gelid Euphemium
hbm:tile.cheater_virus_seed, Unstable Euphemium Schrabide Block
hbm:tile.ntm_dirt, Dirt
hbm:tile.pink_log, Pink Log
hbm:tile.pink_planks, Pink Wood Planks
hbm:tile.pink_slab, Pink Wood Slab
hbm:tile.pink_double_slab, tile.pink_double_slab.name
hbm:tile.pink_stairs, Pink Wood Stairs
hbm:tile.ff, tile.ff.name
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, tile.blockDoorAlloy.name
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, ic2.blockMetalCopper
IC2:blockMetal:1, ic2.blockMetalTin
IC2:blockMetal:2, ic2.blockMetalBronze
IC2:blockMetal:3, ic2.blockMetalUranium
IC2:blockMetal:4, ic2.blockMetalLead
IC2:blockMetal:5, ic2.blockMetalAdvIron
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, ic2.blockWindKineticGenerator
IC2:blockKineticGenerator:1, ic2.blockSteamKineticGenerator
IC2:blockKineticGenerator:2, ic2.blockElectricKineticGenerator
IC2:blockKineticGenerator:3, ic2.blockManualKineticGenerator
IC2:blockKineticGenerator:4, ic2.blockWaterKineticGenerator
IC2:blockKineticGenerator:5, ic2.blockStirlingKineticGenerator
IC2:blockHeatGenerator:0, ic2.blockSolidHeatGenerator
IC2:blockHeatGenerator:1, ic2.blockFluidHeatGenerator
IC2:blockHeatGenerator:2, ic2.blockRTHeatGenerator
IC2:blockHeatGenerator:3, ic2.blockElectricHeatGenerator
IC2:blockGenerator:0, ic2.blockGenerator
IC2:blockGenerator:1, ic2.blockGeoGenerator
IC2:blockGenerator:2, ic2.blockWaterGenerator
IC2:blockGenerator:3, ic2.blockSolarGenerator
IC2:blockGenerator:4, ic2.blockWindGenerator
IC2:blockGenerator:5, ic2.blockNuclearReactor
IC2:blockGenerator:6, ic2.blockRTGenerator
IC2:blockGenerator:7, ic2.blockSemifluidGenerator
IC2:blockGenerator:8, ic2.blockStirlingGenerator
IC2:blockGenerator:9, ic2.blockKineticGenerator
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, ic2.blockTransformerLV
IC2:blockElectric:4, ic2.blockTransformerMV
IC2:blockElectric:5, ic2.blockTransformerHV
IC2:blockElectric:6, ic2.blockTransformerEV
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockMachine:0, ic2.blockMachine
IC2:blockMachine:1, ic2.blockIronFurnace
IC2:blockMachine:2, ic2.blockElecFurnace
IC2:blockMachine:3, ic2.blockMacerator
IC2:blockMachine:4, ic2.blockExtractor
IC2:blockMachine:5, ic2.blockCompressor
IC2:blockMachine:6, ic2.blockCanner
IC2:blockMachine:7, ic2.blockMiner
IC2:blockMachine:8, ic2.blockPump
IC2:blockMachine:9, ic2.blockMagnetizer
IC2:blockMachine:10, ic2.blockElectrolyzer
IC2:blockMachine:11, ic2.blockRecycler
IC2:blockMachine:12, ic2.blockAdvMachine
IC2:blockMachine:13, ic2.blockInduction
IC2:blockMachine:14, ic2.blockMatter
IC2:blockMachine:15, ic2.blockTerra
IC2:blockMachine2:0, ic2.blockTeleporter
IC2:blockMachine2:1, ic2.blockTesla
IC2:blockMachine2:2, ic2.blockCropmatron
IC2:blockMachine2:3, ic2.blockCentrifuge
IC2:blockMachine2:4, ic2.blockMetalFormer
IC2:blockMachine2:5, ic2.blockOreWashingPlant
IC2:blockMachine2:6, ic2.blockPatternStorage
IC2:blockMachine2:7, ic2.blockScanner
IC2:blockMachine2:8, ic2.blockReplicator
IC2:blockMachine2:9, ic2.blockSolidCanner
IC2:blockMachine2:10, ic2.blockFluidBottler
IC2:blockMachine2:11, ic2.blockAdvMiner
IC2:blockMachine2:12, ic2.blockLiquidHeatExchanger
IC2:blockMachine2:13, ic2.blockFermenter
IC2:blockMachine2:14, ic2.blockFluidRegulator
IC2:blockMachine2:15, ic2.blockCondenser
IC2:blockMachine3:0, ic2.blockSteamGenerator
IC2:blockMachine3:1, ic2.blockBlastFurnace
IC2:blockMachine3:2, ic2.blockBlockCutter
IC2:blockMachine3:3, ic2.blockSolarDestiller
IC2:blockMachine3:4, ic2.blockFluidDistributor
IC2:blockMachine3:5, ic2.blockSortingMachine
IC2:blockMachine3:6, ic2.blockItemBuffer
IC2:blockMachine3:7, ic2.blockCropHavester
IC2:blockMachine3:8, ic2.blockLathe
IC2:blockLuminatorDark, ic2.blockLuminatorDark.name
IC2:blockLuminator, ic2.blockLuminator.name
IC2:blockMiningPipe, ic2.blockMiningPipe.name
IC2:blockMiningTip, ic2.blockMiningTip.name
IC2:blockPersonal:0, ic2.blockPersonalChest
IC2:blockPersonal:1, ic2.blockPersonalTrader
IC2:blockPersonal:2, ic2.blockPersonalTraderEnergy
IC2:blockITNT, ic2.blockITNT.name
IC2:blockNuke, ic2.blockNuke.name
IC2:blockDynamite, ic2.blockDynamite.name
IC2:blockDynamiteRemote, ic2.blockDynamiteRemote.name
IC2:blockCrop, ic2.blockCrop.name
IC2:blockBarrel, ic2.blockBarrel.name
IC2:fluidUuMatter, ic2.fluidUuMatter.name
IC2:fluidConstructionFoam, ic2.fluidConstructionFoam.name
IC2:fluidCoolant, ic2.fluidCoolant.name
IC2:fluidHotCoolant, ic2.fluidHotCoolant.name
IC2:fluidPahoehoeLava, ic2.fluidPahoehoeLava.name
IC2:fluidBiomass, ic2.fluidBiomass.name
IC2:fluidBiogas, ic2.fluidBiogas.name
IC2:fluidDistilledWater, ic2.fluidDistilledWater.name
IC2:fluidSuperheatedSteam, ic2.fluidSuperheatedSteam.name
IC2:fluidSteam, ic2.fluidSteam.name
IC2:fluidHotWater, ic2.fluidHotWater.name
IronChest:BlockIronChest:0, Iron Chest
IronChest:BlockIronChest:1, Gold Chest
IronChest:BlockIronChest:2, Diamond Chest
IronChest:BlockIronChest:3, Copper Chest
IronChest:BlockIronChest:4, Silver Chest
IronChest:BlockIronChest:5, Crystal Chest
IronChest:BlockIronChest:6, Obsidian Chest
IronChest:BlockIronChest:7, DirtChest 9000!
MoreFurnaces:furnaceBlock:0, Iron Furnace
MoreFurnaces:furnaceBlock:1, Gold Furnace
MoreFurnaces:furnaceBlock:2, Diamond Furnace
MoreFurnaces:furnaceBlock:3, Obsidian Furnace
MoreFurnaces:furnaceBlock:4, Netherrack Furnace
yurtmod:tile.yurt_door_0, Yurt Door (Red)
yurtmod:tile.yurt_door_1, Yurt Door (Blue)
yurtmod:tile.yurt_door_2, Yurt Door (Green)
yurtmod:tile.tepee_door_0, Tepee Door (Red)
yurtmod:tile.tepee_door_1, Tepee Door (Blue)
yurtmod:tile.tepee_door_2, Tepee Door (Green)
yurtmod:tile.bedouin_door_0, tile.bedouin_door_0.name
yurtmod:tile.bedouin_door_1, tile.bedouin_door_1.name
yurtmod:tile.bedouin_door_2, tile.bedouin_door_2.name
yurtmod:tile.indlu_door_0, tile.indlu_door_0.name
yurtmod:tile.indlu_door_1, tile.indlu_door_1.name
yurtmod:tile.indlu_door_2, tile.indlu_door_2.name
yurtmod:tile.yurt_wall_outer, Yurt Wall
yurtmod:tile.yurt_wall_inner, Yurt Wall
yurtmod:tile.yurt_roof, Yurt Roof
yurtmod:tile.tepee_wall, Tepee Wall
yurtmod:tile.bed_wall, Bedouin Wall
yurtmod:tile.bed_roof, Bedouin Roof
yurtmod:tile.indlu_wall_outer, Indlu Wall
yurtmod:tile.indlu_wall_inner, Indlu Wall
yurtmod:tile.yurt_floor, Dirt (Indestructible)
yurtmod:tile.yurtmod_barrier, Barrier
yurtmod:tile.yurt_frame_wall, Yurt Frame Block
yurtmod:tile.yurt_frame_roof, Yurt Frame Block
yurtmod:tile.tepee_frame_wall, Tepee Frame Block
yurtmod:tile.bedouin_frame_wall, Bedouin Frame Block
yurtmod:tile.bedouin_frame_roof, Bedouin Frame Block
yurtmod:tile.indlu_frame_wall, Indlu Frame Block
NuclearCraft:liquidHeliumBlock, Liquid Helium
NuclearCraft:fusionPlasmaBlock, Fusion Plasma
NuclearCraft:steamBlock, Steam
NuclearCraft:denseSteamBlock, Dense Steam
NuclearCraft:superdenseSteamBlock, Superdense Steam
NuclearCraft:blockOre:0, Copper Ore
NuclearCraft:blockOre:1, Tin Ore
NuclearCraft:blockOre:2, Lead Ore
NuclearCraft:blockOre:3, Silver Ore
NuclearCraft:blockOre:4, Uranium Ore
NuclearCraft:blockOre:5, Thorium Ore
NuclearCraft:blockOre:6, Plutonium Ore
NuclearCraft:blockOre:7, Lithium Ore
NuclearCraft:blockOre:8, Boron Ore
NuclearCraft:blockOre:9, Magnesium Ore
NuclearCraft:blockBlock:0, Copper Block
NuclearCraft:blockBlock:1, Tin Block
NuclearCraft:blockBlock:2, Lead Block
NuclearCraft:blockBlock:3, Silver Block
NuclearCraft:blockBlock:4, Uranium Block
NuclearCraft:blockBlock:5, Thorium Block
NuclearCraft:blockBlock:6, Bronze Block
NuclearCraft:blockBlock:7, Tough Alloy Block
NuclearCraft:blockBlock:8, Lithium Block
NuclearCraft:blockBlock:9, Boron Block
NuclearCraft:blockBlock:10, Magnesium Block
NuclearCraft:simpleQuantumUp, Spin 1/2 Block
NuclearCraft:simpleQuantumDown, Spin 1/2 Block
